,Topic0,Topic1,Topic2,Topic3,Topic4,Topic5,Topic6,topic,Cluster
Doc994,0.0,0.0,0.97,0.0,0.0,0.0,0.0,2,Cluster 2
Doc995,0.0,0.0,0.98,0.0,0.0,0.0,0.0,2,Cluster 2
Doc996,0.01,0.01,0.96,0.01,0.01,0.01,0.01,2,Cluster 2
Doc997,0.0,0.0,0.98,0.0,0.0,0.0,0.0,2,Cluster 2
Doc998,0.0,0.0,0.97,0.0,0.0,0.0,0.0,2,Cluster 2
Doc999,0.0,0.0,0.98,0.0,0.0,0.0,0.0,2,Cluster 2
Doc1000,0.0,0.0,0.97,0.0,0.0,0.0,0.0,2,Cluster 2
Doc1001,0.0,0.0,0.98,0.0,0.0,0.0,0.0,2,Cluster 2
Doc1002,0.0,0.0,0.98,0.0,0.0,0.0,0.0,2,Cluster 2
Doc1003,0.0,0.0,0.98,0.0,0.0,0.0,0.0,2,Cluster 2
Doc1004,0.01,0.01,0.96,0.01,0.01,0.01,0.01,2,Cluster 2
Doc1005,0.0,0.0,0.98,0.0,0.0,0.0,0.0,2,Cluster 2
Doc1006,0.0,0.0,0.98,0.0,0.0,0.0,0.0,2,Cluster 2
Doc1007,0.0,0.0,0.98,0.0,0.0,0.0,0.0,2,Cluster 2
Doc1008,0.0,0.0,0.97,0.0,0.0,0.0,0.0,2,Cluster 2
Doc1009,0.0,0.0,0.98,0.0,0.0,0.0,0.0,2,Cluster 2
Doc1010,0.01,0.01,0.97,0.01,0.01,0.01,0.01,2,Cluster 2
Doc1011,0.0,0.0,0.97,0.0,0.0,0.0,0.0,2,Cluster 2
Doc1012,0.0,0.0,0.98,0.0,0.0,0.0,0.0,2,Cluster 2
Doc1013,0.01,0.01,0.96,0.01,0.01,0.01,0.01,2,Cluster 2
Doc1014,0.0,0.0,0.98,0.0,0.0,0.0,0.0,2,Cluster 2
Doc1015,0.0,0.0,0.98,0.0,0.0,0.0,0.0,2,Cluster 2
Doc1016,0.0,0.0,0.98,0.0,0.0,0.0,0.0,2,Cluster 2
Doc1017,0.01,0.01,0.97,0.01,0.01,0.01,0.01,2,Cluster 2
Doc1018,0.0,0.0,0.98,0.0,0.0,0.0,0.0,2,Cluster 2
Doc1019,0.0,0.0,0.98,0.0,0.0,0.0,0.0,2,Cluster 2
Doc1020,0.0,0.0,0.97,0.0,0.0,0.0,0.0,2,Cluster 2
Doc1021,0.0,0.0,0.98,0.0,0.0,0.0,0.0,2,Cluster 2
Doc1022,0.01,0.01,0.96,0.01,0.01,0.01,0.01,2,Cluster 2
Doc1023,0.0,0.0,0.97,0.0,0.0,0.0,0.0,2,Cluster 2
Doc1024,0.0,0.0,0.98,0.0,0.0,0.0,0.0,2,Cluster 2
Doc1025,0.0,0.0,0.97,0.0,0.0,0.0,0.0,2,Cluster 2
Doc1026,0.0,0.0,0.98,0.0,0.0,0.0,0.0,2,Cluster 2
Doc1027,0.0,0.0,0.97,0.0,0.0,0.0,0.0,2,Cluster 2
Doc1028,0.0,0.0,0.98,0.0,0.0,0.0,0.0,2,Cluster 2
Doc1029,0.0,0.0,0.98,0.0,0.0,0.0,0.0,2,Cluster 2
Doc1030,0.0,0.0,0.98,0.0,0.0,0.0,0.0,2,Cluster 2
Doc1031,0.0,0.0,0.97,0.0,0.0,0.0,0.0,2,Cluster 2
Doc1032,0.0,0.0,0.98,0.0,0.0,0.0,0.0,2,Cluster 2
Doc1033,0.01,0.01,0.97,0.01,0.01,0.01,0.01,2,Cluster 2
Doc1034,0.0,0.0,0.98,0.0,0.0,0.0,0.0,2,Cluster 2
Doc1035,0.01,0.01,0.97,0.01,0.01,0.01,0.01,2,Cluster 2
Doc1036,0.0,0.0,0.98,0.0,0.0,0.0,0.0,2,Cluster 2
Doc1037,0.0,0.0,0.98,0.0,0.0,0.0,0.0,2,Cluster 2
Doc1038,0.0,0.0,0.98,0.0,0.0,0.0,0.0,2,Cluster 2
Doc1039,0.01,0.01,0.97,0.01,0.01,0.01,0.01,2,Cluster 2
Doc1040,0.0,0.0,0.98,0.0,0.0,0.0,0.0,2,Cluster 2
Doc1041,0.0,0.0,0.97,0.0,0.0,0.0,0.0,2,Cluster 2
Doc1042,0.0,0.0,0.98,0.0,0.0,0.0,0.0,2,Cluster 2
Doc1043,0.0,0.0,0.97,0.0,0.0,0.0,0.0,2,Cluster 2
Doc1044,0.0,0.0,0.98,0.0,0.0,0.0,0.0,2,Cluster 2
Doc1045,0.0,0.0,0.98,0.0,0.0,0.0,0.0,2,Cluster 2
Doc1046,0.0,0.0,0.98,0.0,0.0,0.0,0.0,2,Cluster 2
Doc1047,0.01,0.01,0.97,0.01,0.01,0.01,0.01,2,Cluster 2
Doc1048,0.0,0.0,0.98,0.0,0.0,0.0,0.0,2,Cluster 2
Doc1049,0.0,0.0,0.98,0.0,0.0,0.0,0.0,2,Cluster 2
Doc1050,0.0,0.0,0.98,0.0,0.0,0.0,0.0,2,Cluster 2
Doc1051,0.0,0.0,0.98,0.0,0.0,0.0,0.0,2,Cluster 2
Doc1052,0.0,0.0,0.98,0.0,0.0,0.0,0.0,2,Cluster 2
Doc1053,0.0,0.0,0.97,0.0,0.0,0.0,0.0,2,Cluster 2
Doc1054,0.0,0.0,0.98,0.0,0.0,0.0,0.0,2,Cluster 2
Doc1055,0.0,0.0,0.98,0.0,0.0,0.0,0.0,2,Cluster 2
Doc1056,0.0,0.0,0.98,0.0,0.0,0.0,0.0,2,Cluster 2
Doc1057,0.0,0.0,0.98,0.0,0.0,0.0,0.0,2,Cluster 2
Doc1058,0.0,0.0,0.98,0.0,0.0,0.0,0.0,2,Cluster 2
Doc1059,0.0,0.0,0.98,0.0,0.0,0.0,0.0,2,Cluster 2
Doc1060,0.0,0.0,0.97,0.0,0.0,0.0,0.0,2,Cluster 2
Doc1061,0.0,0.0,0.98,0.0,0.0,0.0,0.0,2,Cluster 2
Doc1062,0.0,0.0,0.98,0.0,0.0,0.0,0.0,2,Cluster 2
Doc1063,0.0,0.0,0.98,0.0,0.0,0.0,0.0,2,Cluster 2
Doc1064,0.0,0.0,0.98,0.0,0.0,0.0,0.0,2,Cluster 2
Doc1065,0.0,0.0,0.98,0.0,0.0,0.0,0.0,2,Cluster 2
Doc1066,0.0,0.0,0.98,0.0,0.0,0.0,0.0,2,Cluster 2
Doc1067,0.0,0.0,0.98,0.0,0.0,0.0,0.0,2,Cluster 2
Doc1068,0.0,0.0,0.98,0.0,0.0,0.0,0.0,2,Cluster 2
Doc1069,0.0,0.0,0.98,0.0,0.0,0.0,0.0,2,Cluster 2
Doc1070,0.0,0.0,0.97,0.0,0.0,0.0,0.0,2,Cluster 2
Doc1071,0.0,0.0,0.97,0.0,0.0,0.0,0.0,2,Cluster 2
Doc1072,0.0,0.0,0.98,0.0,0.0,0.0,0.0,2,Cluster 2
Doc1073,0.0,0.0,0.98,0.0,0.0,0.0,0.0,2,Cluster 2
Doc1074,0.0,0.0,0.98,0.0,0.0,0.0,0.0,2,Cluster 2
Doc1075,0.0,0.0,0.98,0.0,0.0,0.0,0.0,2,Cluster 2
Doc1076,0.0,0.0,0.98,0.0,0.0,0.0,0.0,2,Cluster 2
Doc1077,0.0,0.0,0.97,0.0,0.0,0.0,0.0,2,Cluster 2
Doc1078,0.0,0.0,0.97,0.0,0.0,0.0,0.0,2,Cluster 2
Doc1079,0.0,0.0,0.98,0.0,0.0,0.0,0.0,2,Cluster 2
Doc1080,0.0,0.0,0.97,0.0,0.0,0.0,0.0,2,Cluster 2
Doc1081,0.0,0.0,0.98,0.0,0.0,0.0,0.0,2,Cluster 2
Doc1082,0.0,0.0,0.97,0.0,0.0,0.0,0.0,2,Cluster 2
Doc1083,0.0,0.0,0.98,0.0,0.0,0.0,0.0,2,Cluster 2
Doc1084,0.0,0.0,0.97,0.0,0.0,0.0,0.0,2,Cluster 2
Doc1085,0.01,0.01,0.97,0.01,0.01,0.01,0.01,2,Cluster 2
Doc1086,0.0,0.0,0.97,0.0,0.0,0.0,0.0,2,Cluster 2
Doc1087,0.0,0.0,0.98,0.0,0.0,0.0,0.0,2,Cluster 2
Doc1088,0.0,0.0,0.98,0.0,0.0,0.0,0.0,2,Cluster 2
Doc1089,0.0,0.0,0.97,0.0,0.0,0.0,0.0,2,Cluster 2
Doc1090,0.01,0.01,0.97,0.01,0.01,0.01,0.01,2,Cluster 2
Doc1091,0.01,0.01,0.97,0.01,0.01,0.01,0.01,2,Cluster 2
